license_no	public_title	public_journal	public_html	public_volume	public_date
101245790	"Ketorolac Nasal Provocation in Aspirin Sensitivity"	"J Allergy and Clinical Immunology"		123	200902
101245790	"Neuropathology in rhinosinusitis"	"Am J Respir Crit Care Med"		171	200501
101245790	"Pathophysiology of rhinosinusitis: Baseline symptoms and secretions in acute sinusitis (S), allergic rhinitis (AR), the nonallergic rhinitis of Chronic Fatigue Syndrome (CFS) and normal subjects."	"Am J Respir Crit Care Med."		169	200404
101245790	"The nonallergic rhinitis of chronic fatigue syndrome"	"Clinical Allergy & Immunology"		19	200712
101245790	"The Nonallergic Rhinitis of Chronic Fatigue Syndrome"	"Nonallergic Rhinitis"			200601
101245795	"Actively bleeding dieulafoy lesion identified in a critically ill patient only after the use of hydrogen peroxide."	"American Journal of Gastroenterology"		"2012 Sep;107(9):1445-6. doi: 10.1038/ajg.2012.171."	201209
101245795	"Intestinal endometriosis: an uncommon cause of rectal bleeding."	Endoscopy		"2010;42 Suppl 2:E112-3. Epub 2010 Mar 19."	201003
101245805	"Treadmill and Pharmacologic stress testing"	eMedicine	www.emedicine.com		200905
101245815	"Solitary Splenic Lesions"	"Seminars in Ultrasound, CT, and MRI"	www.ncbi.nlm.nih.gov/pubmed/17048453	27	200610
101245816	"Fournier's Gangrene due to Masturbation in an Otherwise Healthy Male"	"Case Reports in Emergency Medicine"	www.hindawi.com/crim/em/contents/	2012	201205
101245824	"Cervical Chordoma in a patient with Tuberous Sclerosis presenting with shoulder pain"	"Pediatric Neurosurgery"		43	200712
101245824	"Fracture of the Mandible into the Middle Cranial Fossa"	"Journal of Neurosurgery Pediatrics"		107	200707
101245824	"Multiple Ruptured Cerebral Aneurysms in an 18-month old child with Takayasu Arteritis"	"Journal of Neurosurgery Pediatrics"		1	200801
101245824	"Role of monocyte chemoattractant protein-1 in migration of neural stem cells towards glial tumors"	"Journal of Neuroscience Research"		87	200901
101245828	"Influence of Community Preceptor Specialty and Method of Assignment in an Early Experience Course"	"Family Medicine"		43	201003
101245856	"Exploring the histogenesis of ovarian mucinous and transitional cell neoplasms and their relationship with walthard cell nests. A study of 120 tumors."	"Archives of Pathology and Laboratoy Medicine"		132	2008
101245856	"Ovarian and Paraovarian squamous-lined cysts (Epidermaid cyst)"	"International Journal of Gynecolgic Pathology"		"Volune 28"	2009
101245861	"Advances in the Pharmacologic Treatment of Insomnia."	"Current Pharmaceutical Design"		17(15):1471-5.	201104
101245864	" Disease of the Aorta"	"The Cleveland Clinic Cardiology Board Review Book"			200610
101245864	" Letter to the editor. S Almahameed"	"J Cardiovasc Electrophysiol"		"Volume 18 Issue 7 "	200707
101245864	" Plasma b-type natriuretic peptide levels predict postoperative atrial fibrillation in patients undergoing cardiac surgery"	"Circulation "		"110: 124 -127"	200404
101245864	"C - reactive protein concentration and recurrence of atrial fibrillation after electrical cardioversion. "	Heart		"91: 1303 – 1305"	200510
101245864	"Incidence of atrial fibrillation in heart transplant patients: long-term follow-up"	"J Cardiovasc Electrophysiol"		"Volume 17 Issue 8 "	200608
101245864	"Left atrial appendage exclusion and the risk of thromboembolic events following mitral valve surgery"	"J Cardiovasc Electrophysiol"		"Volume 18, Issue 4"	200704
101245864	"Pre implantation B-type natriuretic peptide concentration is an independent predictor of future appropriate implantable defibrillator therapies. "	Heart		"92: 190 – 195"	200602
101245864	"Release pattern of cardiac troponin in left ventricular apical ballooning syndrome: insight into the mechanism of stress cardiomyopathy"	"International Journal of Cardiology"			200810
101245901	"Treatment of hereditary angioedema: current perspectives."	"Recent patents on inflammation & allergy drug discovery"	www.ncbi.nlm.nih.gov/pubmed/19076006	2(3):166-74	200801
101245916	". SECONDARY ERYTHROCYTOSIS PRODUCED BY THE TYROSINE KINASE INHIBITORS SUNITINIB AND SORAFENIB.  J Clin Oncol. 2008 Aug 20; 26(24):4047-8 1871201"	"Journal Clinical Oncology"		"2008 Aug 20; 26(24):4047-8 1871201"	200808
101245916	"CLINICOPATHOLOGICAL FEATURES AND MICROSATELLITE INSTABILITY (MSI) IN COLORECTAL CANCERS FROM AFRICAN AMERICANS, Int.J. Cancer: 116,914-919, 2005 "	"Int.J. Cancer"		" 116,914-919, 2005 "	200501
101245916	"DEVELOPMENT OF SQUAMOUS CELL CARCINOMA’S IN DARIER DISEASE: A NEW MODEL FOR SKIN CARCINOGENESIS?. Br J Dermatol. 2008 Sep 19; : 18808417"	"British Journal of Dermatology"		"2008 Sep 19; : 18808417"	200809
101245916	"PERSISTENT CUTANEOUS HYPERPIGMENTATION AFTER TYROSINE KINASE INHIBITION WITH IMATINIB FOR GIST. Dermatol Online J. 2008; 14 (7):7 18718191"	"Dermatology Online J."		"2008; 14 (7):7 18718191"	200801
101245916	"SUNITINIB-ASSOCIATED LYMPHOCYTIC THYROIDITIS WITHOUT CIRCULATING  ANTITHYROID ANTIBODIES. Thyroid.  2008 Jul ; 18(7): 809-12 18631016"	Thyroid.		"2008 Jul ; 18(7): 809-12 18631016"	200807
101245920	"Elective Parotidectomy in the Management of Advanced Auricular Malignancies "	Laryngoscope	www3.interscience.wiley.com/journal/121460873/home	"118 issue 12"	200901
101245923	"An overview of medications for the treatment of alcohol withdrawal and alcohol dependence with an emphasis on the use of older and newer anticonvulsants"	"Addictive Behaviors"		31(9)	200609
101245923	"Can a single nucleotide polymorphism in 3Œ untranslated region of serotonin transporter gene predict drinking severity in treatment-seeking alcoholics? "	"Alcoholism: Clinical & Experimental Research."		33(2)	200802
101245923	"Can serotonin transporter genotype predict craving in alcoholism?"	"Alcoholism: Clinical and Experimental Research "		"33 number 8"	200908
101245923	"Evaluating readiness and treatment seeking effects in a pharmacotherapy trial for alcohol dependence"	"Alcoholism: Clinical and Experimental Research"		31(9)	200709
101245923	"Glutaminergic agents for the treatment of alcohol and substance abuse disorders"	"Primary Psychiatry"		13(10)	200610
101245923	"Improvement of physical health and quality of life of alcohol-dependent individuals with topiramate treatment: US multisite randomized controlled trial"	"Archives of Internal Medicine"		168(11)	200806
101245923	"Prediction of serotonergic treatment efficacy using age of onset and Type A/B typologies of alcoholism"	"Alcoholism: Clinical and Experimental Research Alcohol Clin Exp Res "		"32 (8)"	200801
101245930	"Revolutionizing the Training of Clinicians for the Poor and Underserved"	"Journal of Health Care for the Poor and Underserved"		17	200602
101245931	"Outbreak of E.Coli O157 H7 Infections After Petting Zoo Visits, North Carolina State Fair October-November 2004"	"Archives of  Pediatric and  Adolescent Medicine"		163	200901
101245932	"Outcomes of Roux-en-Y gastric bypass surgery for severely obese patients with type 1 diabetes: a case series report"	" Diabetes, Metabolic Syndrome and Obesity: Targets and Therapy"		2010:3	201008
101245940	None				200901
101245950	"Safety zone for colorectal dissection: a CT scan mapping of the ureters relative to the colon and the rectum. "	"Am. Surg."		74(11);114-5	200811
101245950	"Surgical choices for the treatment of bldder outlet obstruction after sling procedure"	"Journal of Pelvic Medicine and Surgery"		"14 issue 5 pp369-74"	200809
101245950	"Urethral prolapse in female patient after Durasphere injection"	"Int. Urogynecology J Pelvis Floor Dysfunction"		17(3):297-98	200505
101245960	"Neonatal hyperreninemia and hypertensive heart failure relieved with resection of an intralobar pulmonary sequestration"	"Journal of Pediatric Surgery"		42	200707
101245974	"Rethinking nephrolithiasis in military aviation"	"Aviation, Space, and Environmental Medicine"		83	201204
101245979	"Bizarre Parosteal Osteochondromatous Proliferation and Periosteal Chondroma: A Comparative Report and Review of the Literature."	"Journal of Hand Surgery"		32(6)	200707
101245979	"Bone Mineral Density Loss Following Combat-Related Lower Extremity Amputation"	"Journal of Trauma"		28	201404
101245979	"Defining the Terms Acute and Chronic in Orthopaedic Sports Injuries: A Systematic Review"	"American Journal of Sports Medicine"		42	201401
101245979	"Heterotopic Ossification in High-Energy Wartime Extremity Injuries: Incidence and Risk Factors."	"Journal of Bone and Joint Surgery"		91	200905
101245979	"Intraosseous Lipoma of the Capitate: A Case Report."	"Journal of Orthopaedics"	www.jortho.org/2008/5/4/e2/index.htm	5(4)	200812
101245979	"Use of a Continuous External Tissue Expander in the Conversion of a Type-IIIB Fracture to Type-IIIA Fracture."	Orthopaedics		36	201302
101245993	"Assessment, Triage, and Early Management of Burns in Children"	"Clinical Pediatric Emergency Medicine"		7	200601
101245997	"Eczema Herpeticum in Pregnancy and Neonatal Herpes Infection"	"Obstetrics and Gynecology"		112	200808
101246000	"Decrease in CD8+ lymphocyte number and altered cytokine profile in human prostate cancer."	"Am J Cancer Res"		1(1)	201101
101246000	"Global expression analysis of prostate cancer-associated stroma and epithelia."	"Diagn Mol Pathol."		16(4).	200712
101246000	"Identification of a unique epigenetic sub-microenvironment in prostate cancer."	"J Pathol. "		211(4).	200703
101246000	"Identification of EpCAM as a Molecular Target of Prostate Cancer Stroma."	"Am J Pathol. "			200910
101246000	"Increased matrix metalloproteinase activity in esophageal squamous cell carcinoma.  "	"J Transl Med.  "		8(91)	201010
101246000	"Layered expression scanning: multiplex molecular analysis of diverse life science platforms."	"Clin Chim Acta. "		376(1-2).	200702
101246010	"Effect of FK506 on functional recovery after facial nerve injury in the rat."	"Archives of Facial Plastic Surgery"		5	200709
101246014	"Increase of C-type natriuretic peptide expression by serum and platelet-derived growth factor-BB in human aortic smooth muscle cells is dependent on protein kinase C activation"	Endocrinology	www.ncbi.nlm.nih.gov/pubmed/16777970?dopt=Abstract	147(9)	200609
101246036	"“Non-pharmacological Therapeutic Options in Treatment of Insomnia”"	"Southern Medical Journal"	sma.org	"Vol 101, No 8; 872"	200808
101246036	"“Risk of Breast and Other Cancers Due to Hyperprolactinemia Caused by Antipsychotics (Neuroleptics) or Other Medications”"	"Southern Medical Journal"	sma.org	"Vol 100, No 11; 1176"	200711
101246042	"Hyperuricaemia--where nephrology meets rheumatology. "	"Rheumatology (Oxford)"		47(7)	200807
101246042	"Sick from kayaking? A case of leptospirosis."	"Journal of General Internal Medicine"		"22 S 1"	200705
101246044	"Pityriasis Lichenoides Et Varioliformis Acuta"	"Consultant For Pediatricians"	"www. ConsultantLive.com"	8	200907
101246064	"STEMI in a 24-year-old man after use of a synephrine-containing dietary supplement: a case report and review of the literature."	"Tex Heart Inst J"		36	200909
101246068	"Actinomycotic endocarditis of the eustachian valve."	Echocardiography	Pubmed	"25(5): 540-2"	200805
101246068	"Correlations between selected tumor markers and fluorodeoxyglucose maximal standardized uptake values in esophageal cancer."	"European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery"	Pubmed	35(4):699-705	200901
101246068	"Effect of endometrioma cyst fluid exposure on peritoneal adhesion formation in a rabbit model"	"Fertility and Sterility"	Pubmed	"Volume 87, Issue 5, Pages 1173-1179"	200701
101246068	"Fluorodeoxyglucose positron emission tomography and tumor marker expression in non-small cell lung cancer."	"The Journal of thoracic and cardiovascular surgery"	Pubmed	137(1):43-8	200901
101246068	"Idiopathic Lymphoplasmacellular Mucositis-Dermatitis."	"The Journal of Cutaneous Pathology"	Pubmed	Pubmed	200901
101246070	"Acceptance of fragile X premutation genetic screening in women with ovarian dysfunction"	"Am J Obstet Gynecol"		194	200603
101246070	"Antimicrobial-Impregnated Surgical Incise Drapes in the Prevention of Mesh Infection after Ventral Hernia Repair"	"Surgical Infections"		9	200802
101246070	"Doxycycline ameliorates ischemic and border-zone remodeling and endothelial dysfunction after myocardial infarction in rats"	"J Heart Lung Transplant"		23	200406
101246070	"Peroxisome proliferator ameliorates endocardial endothelial and muscarinic  dysfunction in spontaneously hypertensive rats"	"Antioxid Redox Signal"		6	200404
101246079	"A phase I trial of enzastaurin in patients with recurrent gliomas."	"Clincal Cancer Research"	"Clinical cancer research"	15(10)	200905
101246079	"Phase II trial of single-agent bevacizumab followed by bevacizumab plus irinotecan at tumor progression in recurrent glioblastoma."	"Journal of Clinical Oncology"	"Journal of Clinical Oncology"	27(5):	200812
101246098	" "				200906
101246098	"Blue Esophagus"	"Mayo Clin Proc "		2008;83:1081	200810
101246099	"Cancer incidence among semiconductor and electronic storage device workers"	"Occup Environ Med"	oem.bmj.com/	64	200607
101246099	"Dietary vitamin D intake and cancers of the colon and rectum: a case-control study in Italy"	"Nutr Cancer"	www.informaworld.com/smpp/title~db=all~content=t775653687	61	200901
101246099	"Epidemic cholera in a crowded urban environment, Port-au-Prince, Haiti"	"Emerg Infect Dis"	www.ncbi.nlm.nih.gov/pubmed/22099120	17(11):2143-6	201111
101246099	"Exposure assessment for retrospective follow-up studies of semiconductor- and storage device-manufacturing workers"	"J Occup Environ Med"	joem.org/	47	200510
101246099	"Mercury Exposure Among Household Users and Nonusers of Skin-Lightening Creams Produced in Mexico — California and Virginia, 2010"	MMWR	www.cdc.gov/mmwr/preview/mmwrhtml/mm6102a3.htm	61(02);33-36	201201
101246099	"Methodologic issues in follow-up studies of cancer incidence among occupational groups in the United States"	"Ann Epidemiol"	www.annalsofepidemiology.org/	16	200603
101246099	"Mortality among semiconductor and storage device-manufacturing workers"	"J Occup Environ Med"	joem.org/	47	200510
101246102	"Letada PR, Uebelhoer NS, Masters R, Satter EK, Shumaker PR.  Alopecia of the scalp following ineffective treatment of Bowen's disease using red light 5-aminolevulinic acid - photodynamic therapy (ALA-PDT): 2 case reports. "	" Dermatol Surg."		"  In press."	201001
101246102	"Masters, E., Grigery, C, Masters, R.Â â€œLone Star Tick Vectored Lyme-like Illness.â€  "	"Infectious Disease Clinics of North America"		"22 (Jun 2008) 361-376."	200806
101246122	"An Intronic mutation is associated with prolactinoma in a young boy, decreased penetrance in his large family, and variable effects on MEN1 mRNA and protein."	"Horm Metab Res"		41(8)	200908
101246122	"Blood pressure in pediatric patients with Cushing syndrome."	"J Clin Endocrinol Metab"		94(6)	200906
101246122	"Clinical review: kinase inhibitors: adverse effects related to the endocrine system."	"J Clin Endocrinol Metab"			201304
101246122	"Extensive and largely reversible ischemic cerebral infarctions in a prepubertal child with hypertension and Cushing disease"	"J Clin Endocrinol Metab"		94(1)	200901
101246122	"Insulinoma and gastrinoma syndromes from a single intrapancreatic neuroendocrine tumor."	"J Clin Endocrinol Metab"		93(4)	200804
101246122	"Puberty and plexiform neurofibroma tumor growth in patients with neurofibromatosis type I."	"J Pediatr"			201403
101246122	"Racial disparities in pubertal development."	"Semin Reprod Med"			201309
101246122	"RET oncogene in MEN2, MEN2B, MTC and other forms of thyroid cancer."	"Expert Rev Anticancer Ther"		8(4)	200804
101246122	"Reversible posterior encephalopathy syndrome associated with micronodular adrenocortical disease and Cushing syndrome."	"Eur J Pediatr."			200905
101246122	"Skeletal Maturation in Children with Cushing Syndrome Is Not Consistently Delayed: The Role of Corticotropin, Obesity, and Steroid Hormones, and the Effect of Surgical Cure."	"J Pediatr"	www.ncbi.nlm.nih.gov/pubmed/24412141		201401
101246124	"More than 60 publications in past 5 years"				200901
101246135	"Traumatic Transfemoral Amputation with Concomitant Ipsilateral Proximal Femur Fracture.  A Report of Two Cases"	"Journal of Bone and Joint Surgery"			200708
101246137	"Marine with malaria on terminal leave after deployments to Iraq and Liberia."	"Military Medicine"	www.amsus.org/journal/	171(12):1172-3	200612
101246156	"Pediatric vocal fold paralysis after cardiac surgery: Rate of recovery and sequelae"	"Otolaryngology - Head and Neck Surgery"	www.journals.elsevierhealth.com/periodicals/ymhn/home	"Vol. 137, Issue 5, Pages 780-784"	200711
101246158	"The role of MR imaging in detecting nodal disease in thyroidectomy patients with rising thyroglobulin levels. "	"American Journal of Neuroradiology"	www.ajnr.org	30	200903
101246162	"A QTL (LSq-1) on Mouse Chromosome 7 is linked to the Absence of tissue "	"            Circulation, : 1207 – 1215 "		117	200803
101246162	"Impaired Angiogenesis Following Hind-Limb Ischemia in Type 2 Diabetes Mellitus"	"Circulation research "		101:948-956	200701
101246166	"Diagnosis and management of infectious complications in critically ill patients with cancer"	"Critical Care Clinics"	www.ncbi.nlm.nih.gov/pubmed/?term=madhusudanan+ramaswamy	"2010 Jan;26(1):59-91"	201001
101246167	"Brachial Plexopathy: A Case Based Review of Traumatic and Nontraumatic Causes."	"American Journal of Roentgenology"	www.ajronline.org/doi/abs/10.2214/AJR.12.9554	202:1	201401
101246167	"Scheuermann Disease"	"Journal of the American Osteopathic College of Radiology"	www.aocr.affiniscape.com/associations/12322/jaocr/?nbr=98	1	201204
101246167	"Unusual Breast Mass -- Scwhannoma"	"Journal of the American Osteopathic College of Radiology"	www.aocr.affiniscape.com/associations/12322/jaocr/?nbr=247	3	201401
101246170	"Allograft osteochondral transplantation in the knee in the active duty population"	"Military Medicine"		176(10)	201110
101246170	"Ipsilateral Diaphyseal Femur Fracture after Resection Arthroplasty"	"Journal of Arthroplasty"		"ePub ahead of print"	201203
101246170	"Preoperative predictors of length of hospital stay and discharge disposition following primary total knee arthroplasty at a military medical center"	"Military Medicine"		176(3)	201103
101246174	"Clinical and Histopathologic Response to Various Treatment Interventions in Patients with Eosinophilic Esophagitis"	"Supplement to the Journal of Allergy and Clinical Immunology"		2	200902
101246174	"Tryptase haplotype in mastocytosis:  relationship to disease variant and diagnostic utility of total tryptase levels"	"Clinical Immunology"		3	200706
101246182	"Renal cell Carcinoma Metastases to Bone after a 33-year Remission"	Orthopedics		32	200906
101246183	"“CT    Colonography with Computer-Aided Detection as a Second Reader: An Observer Performance Study”. "	"Radiology (PMID: 18096536("		246(1):148-56	200801
101246187	"Transactivation of The EGFR by AP-1 by Helicobacter Pylori in Gastric Cancer"	"The American Journal of Gastroenterology"	www.nature.com/ajg/journal/v102/n10/abs/ajg2007419a.html	102	200702
101246190	"Admission surveillance for carbapenamase-producing enterobacteriaceae at a long-term acute care hospital"	"Infect Control Hosp Epidemiol. "	"PMID: 23838224"	34(8)	201308
101246190	"Borrelia garinii in Seabird Ticks (Ixodes uriae), Atlantic Coast, North America"	"Emerging Infectious Diseases "		"Vol. 12, No. 12"	200612
101246190	"Development and validation of a multiplex PCR assay for identification of the epidemic ST-258/512 KPC-producing Klebsiella pneumoniae clone"	"Diagn Microbiol Infect Dis. "	"PMID: 24231383"	78(1)	201401
101246190	"Dissecting the evolutionary stealth of our &#64258;ora against antibiotics."	"Trans R Soc Trop Med Hyg "	"PMID: PMID: 24535149 "	"108 (3)"	201403
101246190	"Fatal cross infection by carbapenem resistant Klebsiella in two liver transplant recipients"	"Transpl Infect Dis"		"Vol. 11, No.1 "	200906
101246190	"First Clinical Cases of OXA-48-Producing Carbapenem-Resistant Klebsiella pneumoniae in the United States: the ""Menace"" Arrives in the New World."	"J Clin Micro "	"PMID: 23175248"	51(2)	201302
101246190	"Genotypic Diversity of an Emergent Population of Borrelia burgdorferi at a Coastal Maine Island Recently Colonized by Ixodes scapularis. "	"Vector Borne Zoonotic Dis"	"PMID: 22217172 "	12(6)	201206
101246190	"Modified Hodge Test versus the Indirect Carbapenemase Test: A Prospective Evaluation of a Phenotypic Assay for Detection of Klebsiella pneumoniae carbapenemase (KPC) in Enterobacteriaceae."	"J Clin Micro "	PMID:23390272	51(4)	201304
101246190	"Molecular Dissection of an Outbreak of Carbapenem-Resistant Enterobacteriaceae Reveals Intergenus KPC Carbapenemase Transmission through a Promiscuous Plasmid."	MBio	"PMID: 22045989 "	2(6)	201111
101246190	"Strain diversity of Borrelia burgdorferi in ticks dispersed in North America by migratory birds. "	"J Vector Ecol"	"PMID: 21635638 "	"36 (1)"	201103
101246195	"The intensive care unit family meeting"	"J Crit Care"	dx.doi.org/10.1016/j.jcrc.2008.10.003		200902
101246203	"Depression and suicidality during the postpartum period after first time deliveries, active component service women and dependent spouses, U.S. Armed Forces, 2007-2012"	"Military Surveillance Monthly Report"	www.afhsc.mil/msmr	20:9	201309
101246208	"Developmental expression of cell cycle regulators in the baboon fetal adrenal gland"	"Journal of Endocrinology"	joe.endocrinology-journals.org/cgi/content/full/192/1/237	192(1):237-47	200701
101246212	"Inflammation and sleep apnea- Thinking outside of fat"	Respiration	www.karger.com/res	76	200811
101246227	"Design of Arbiter 6"	"Cardiovascular Drugs and Therapy"		13	200706
101246235	"Best Cases from the AFIP: Malignant Mesothelioma"	Radiographics	radiographics.rsna.org/content/27/1/259.full.pdf+html	27	200701
101246235	"Musculoskeletal Fibromatoses: Radiologic-Pathologic Correlation"	RadioGraphics		29	200911
101246243	"Pharmacogenetics of antipsychotic adverse effects: Case studies and a literature review for clinicians"	"Neuropsychiatric Disease and Treatment"	www.dovepress.com/articles.php?article_id=978&l=E5zUsVTuPIb6D5LXcsTdIoz943333	"3(6) 965-973"	200701
101246261	"Pharmacokinetics of topical and intravenous cefazolin in patients with clean surgical wounds"	"Plastic and Reconstructive Surgery"		122(6)	200812
101246266	"Leadership for Smooth Patient Flow"				200605
101246281	"A review of tumor lysis syndrome with targeted therapies and the role of rasburicase."	"Journal of Clinical Pharmacy and Therapeutics"	onlinelibrary.wiley.com/doi/10.1111/j.1365-2710.2011.01260.x/abstract;jsessionid=2F875688F85DD18699C	"36 (3)"	201106
101246281	"Bevacizumab in hereditary hemorrhagic telangiectasia"	"The New England Journal of Medicine"	www.nejm.org/doi/full/10.1056/NEJMc0901421	360(20)	200905
101246281	"c-kit expression and mutations in phyllodes tumors of the breast"	"Anticancer Research"	ar.iiarjournals.org/content/30/11/4731.long	30(11)	201011
101246281	"Complementary combinations: What treatments will become key to the battle against AML?"	"Expert Review of Hematology"	informahealthcare.com/doi/abs/10.1586/ehm.12.43	5(5)	201210
101246281	"Coordinate PI3K pathway and Bcl-2 family disruption in AML."	Oncotarget	www.impactjournals.com/oncotarget/index.php?journal=oncotarget&page=article&op=view&path[]=809	3(12)	201212
101246281	"Cyclin dependent kinase inhibitor therapy for hematologic malignancies. "	"Expert Opinion on Investigational Drugs"	informahealthcare.com/doi/abs/10.1517/13543784.2013.789859	22(6)	201306
101246281	"Disseminated fusariosis occurring in two patients despite posaconazole prophylaxis"	"Journal of Clinical Microbiology"	jcm.asm.org/content/49/4/1674.long	49(4)	201104
101246281	"Extraosseous Ewingâ€™s sarcoma of the pancreas. "	"International Journal of Clinical Oncology"	link.springer.com/article/10.1007%2Fs10147-011-0311-6	17(4)	201208
101246281	"Neratinib: an oral, irreversible, dual EGFR/HER2 inhibitor for breast and non-small cell lung cancer"	"Expert Opinion on Investigational Drugs"	informahealthcare.com/doi/abs/10.1517/13543780903305428	18(11)	200911
101246281	"Phase I Trial of the Combination of Flavopiridol and Imatinib Mesylate in Patients with Bcr-Abl+ Hematological Malignancies. "	"Cancer Chemotherapy and Pharmacology"	link.springer.com/article/10.1007%2Fs00280-012-1839-5	69(6)	201206
101246288	"Improved use of thromboprophylaxis for deep vein thrmobosis following an educational intervention"	"Journal of Hospital Medicine"	www.hospitalmedicine.org	"1; issue 6."	200612
101246295	"Mitochondrial uncouplers as possible therapeutic interventions following traumatic brain injury"	"J Neurotrauma "		24	200701
101246295	"Progress in understanding basal ganglia dysfunction as a common target for methamphetamine abuse and HIV-1 neurodegeneration"	"Current HIV Research "		5	200701
101246295	"Protective effects of NIM811 in transient focal cerebral ischemia suggest involvement of the mitochondrial permeability transition"	"J Neurotrauma "		24	200701
101246297	"Dry Hair; Biologic, Chemical & Clinical Factors"	"Skin & Aging"	www.skinandaging.com	"CME #36"	08-Oct/Nov
101246297	"Photodynamic Therapy:Practical Cosmetic Application"	"Journal of Drugs in Dermatology"		"Sept. 2006"	06-Sept
101246310	"Left ventricular end diastolic pressure and serum brain natriuretic peptide levels in patients with abnormal impedance cardiography parameters"	"Arch Med Res. 2008 May;39(4):408-11. Epub 2008 Mar 10."		39(4)	200805
101246310	"Syncope from dynamic left ventricular outflow tract obstruction simulating hypertrophic cardiomyopathy in a patient with primary AL-type amyloid heart disease"	"Tex Heart Inst J. 2009;36(1):50-4."		36(1)	200901
101246314	"An emergency medical bag set for long-range aeromedical transportation. "	"Am J Disaster Med "		"3(2): 79-86."	200802
101246314	"Burn centers and disaster response "	"J Burn Care Res "		"27 (5): 558-9. "	200609
101246314	"Combat burn life support- a military burn education program. J Burn Care Rehabil 2005; 26 (2): 162-5."	"2J Burn Care Rehabil "		"26 (2): 162-5."	200503
101246314	"Diagnosis and treatment of cyanide toxicity"	"J Burn Care Res "		" 30 (1); 148-52."	200901
101246314	"Planning for burn disasters: lessons learned from 100 years of history"	"J Burn Care Res "		"27 (5): 622-634."	200609
101246314	"The Southern Region burn disaster plan"	"J Burn Care Res"		"27(5): 589-95."	200609
101246314	"Tracking the daily availability of burn beds for national emergencies"	"J Burn Care Rehabil "		"26: 174-82."	200503
101246315	"Structural basis for the potent antisickling effect of a novel class of five-membered heterocyclic aldehydic compounds."	"Journal of Medicinal Chemistry"		"2004 Sep 9;47(19):4665-76."	200409
101246315	"Structure of human carbonmonoxyhemoglobin at 2.16 A: a snapshot of the allosteric transition."	"Acta Crystallogr D Biol Crystallogr. "		"2002 Dec;58(Pt 12):2031-7. Epub 2002 Nov 23."	200912
101246323	"Optimizing Patient Positioning and Fluoroscopic Imaging for the performance of Cervical Interlaminar Epidural Steroid Injections"	"Physical Medicine and Rehab J"		"2; Issue 8, Pages 783-786"	201008
101246326	"A thoracic disc herniation presenting as an abdominal hernia"	"American Journal of Physical Medicine and Rehabilitation"		"86 (7)"	200707
101246336	"Fatigue in Multiple Sclerosis"	"Primer on Multiple Sclerosis"			201103
101246336	"Pediatric Multiple Sclerosis"	"Clinical Neuroimmunology: Multiple Sclerosis and Related Disorders"			201108
101246336	"Review: Pediatric Multiple Sclerosis"	"Annals of Indian Academy of Neurology"		"12 (4): 238-45"	200910
101246353	"Bronchiectasis: Introduction, Etiology and Clinical Features"	Disease-a-Month			200808
101246360	"MRI changes in the ""normal"" pineal gland following chemotherapy for suprasellar germ cell tumors."	"Pediatric Hematology and Oncology"	www.ncbi.nlm.nih.gov/pubmed/18231950	25(1):5-15	200801
101246383	"Does Preoperative Atrial Fibrillation Increase the Risk for Mortality and Morbidity Following Coronary Artery Bypass Grafting? "	"Journal of Thoracic Cardiovascular Surgery "		137(4):901-6	200904
101246383	"How do we spell maze? A dialogue concerning definitions and goals. "	"Journal Thoracic and Cardiovascular Surgery"		132(6):1253-1255	200612
101246383	"Institutional and national trends in isolated mitral valve surgery over the past decade"	"Current Opinion in Cardiology"		23(2):99-104	200803
101246383	"The Association Between Perioperative Complications, Intermediate Survival and Use of Aprotinin During Isolated Coronary Bypass Grafting Surgery"	Circulation		116:11_396	200710
101246383	"The Cox-Maze III procedure success rate: comparison by electrocardiogram, 24-hour holter monitoring and long-term monitoring"	"Annals of Thoracic Surgery"		88(1):101-5	200907
101246383	"The Cox-Maze Procedure: History, results, and predictors of failure. "	"Journal of Interventional Cardiac Electrophysiology"		20(3):65-71	200712
101246383	"The Multi Purse-String Maze Procedure: A New Surgical Technique to Perform the Maze IV Procedure Without Atriotomies"	"Journal of Thoracic CardioVascular Surgery "		134(3):717-22	200709
101246383	"The Performance of the EuroSCORE and the Society of Thoracic Surgeons mortality risk score: the gender factor. "	"Interactive Cardiovascular Thoracic Surgery"		6(2):192-5	200704
101246383	"The Surgical Treatment for Atrial Fibrillation: a call for standardization"	"Journal of Thoracic and Cardiovascular Surgery"		135(4):727-728	200804
101246383	"The Use of Aprotinin in Cardiac Surgery is Associated with Increased Risk of Renal Failure and Neurologic Events. "	Circulation		114(18):11-476	200610
101246386	"Bcl3 Interacts Cooperatively with PGC-1á to Coactivate Nuclear Receptors ERRá and PPARá"	MCB	mcb.org	"Vol 29(15):4091-102"	200908
101246386	"CD36 Deficiency Rescues Lipotoxic Cardiomyopathy"	"Circ Research"		100(8):1208-1217	200704
101246388	"Hemipelvic Osteomyelitis in a Hemodialysis Patient associated with Methicillin-Resistant Staphylococcus aureus Bacteremia"	" International Journal of Nephrology and Renovascular Disease"		1	200809
101246394	". N9741: 5 Year Data and Prognostic Factor Analysis of Oxaliplatin and Irinotecan Combinations for Advanced Colorectal Cancer. "	"Journal of Clinical Oncology"		26	200810
